"user_id","n_passed_all","n_passed_practical","progress_percent","n_discovered_all","n_viewed_all","n_started_practical","n_submissions","active_days","course_duration","median_gap_days","submission_correct_rate","activity_frequency","activity_frequency_practical","steps_per_day","last_step_id","risk_time_threshold","is_extreme","total_scores","total_score","score_per_day","certificate"
51,0,0,0,1,8,0,0,NA,65.6629282407407,NA,0,0.120006729544035,0,NA,32202,NA,FALSE,NA,0,NA,0
52,0,0,0,1,3,0,0,NA,4.66453703703704,NA,0,0.529610801444988,0,NA,33439,NA,FALSE,NA,0,NA,0
53,6,0,0,12,17,7,0,NA,1,NA,0,8.5,0,NA,31972,NA,FALSE,NA,0,NA,0
54,30,9,NA,31,90,10,32,NA,37.9674305555556,NA,0.28125,2.30962110451927,0.821198614940183,NA,32031,NA,FALSE,8,NA,NA,NA
56,1,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,33977,NA,FALSE,NA,0,NA,0
57,41,15,NA,43,87,17,44,NA,3.96092592592593,NA,0.340909090909091,17.5370487886819,8.86931203105752,NA,32195,NA,FALSE,14,NA,NA,NA
59,1,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,32927,NA,FALSE,NA,0,NA,0
60,193,76,NA,193,276,86,108,NA,122.805844907407,NA,0.703703703703704,2.22929701102897,0.872333613011337,NA,33894,NA,FALSE,88,NA,NA,NA
63,23,8,NA,23,23,11,11,NA,1,NA,0.727272727272727,11.5,5.5,NA,31961,NA,FALSE,7,NA,NA,NA
64,3,0,0,3,3,0,0,NA,1,NA,0,1.5,0,NA,33891,NA,FALSE,NA,0,NA,0
65,7,0,0,9,9,0,0,NA,1,NA,0,4.5,0,NA,32927,NA,FALSE,NA,0,NA,0
66,193,75,NA,193,596,113,115,NA,68.0843634259259,NA,0.660869565217391,8.62713312309879,1.66463139120195,NA,33439,NA,TRUE,89,NA,NA,NA
67,79,30,NA,84,241,48,73,NA,18.0367361111111,NA,0.410958904109589,12.6597331913077,3.83469096666168,NA,33439,NA,FALSE,31,NA,NA,NA
68,7,2,NA,7,24,4,4,NA,205.146631944444,NA,0.5,0.116421984553538,0.0194036640922563,NA,32930,NA,FALSE,2,NA,NA,NA
69,4,0,0,5,5,0,0,NA,1,NA,0,2.5,0,NA,32929,NA,FALSE,NA,0,NA,0
70,22,7,NA,24,106,8,61,NA,10.6706365740741,NA,0.114754098360656,9.08262367071522,5.2267928671097,NA,31978,NA,FALSE,6,NA,NA,NA
71,3,0,0,3,3,0,0,NA,1,NA,0,1.5,0,NA,34051,NA,FALSE,NA,0,NA,0
73,176,67,NA,184,412,83,186,NA,34.1622453703704,NA,0.387096774193548,11.7171129334981,5.28976457677341,NA,33890,NA,FALSE,83,NA,NA,NA
75,35,9,NA,51,148,29,9,NA,363.373645833333,NA,1,0.406176466636383,0.0246999202684287,NA,32929,NA,FALSE,8,NA,NA,NA
76,65,2,NA,70,142,9,3,NA,170.578148148148,NA,0.666666666666667,0.827611217002942,0.0174847440211889,NA,32187,NA,FALSE,2,NA,NA,NA
77,0,0,0,2,3,2,0,NA,1,NA,0,1.5,0,NA,32075,NA,FALSE,NA,0,NA,0
78,11,2,NA,11,13,2,2,NA,1,NA,1,6.5,1,NA,31956,NA,FALSE,2,NA,NA,NA
79,1,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,32815,NA,FALSE,NA,0,NA,0
80,198,76,NA,198,393,80,119,NA,239.796956018519,NA,0.638655462184874,1.63208043198759,0.494192293655275,NA,33537,NA,FALSE,88,NA,NA,NA
82,1,0,0,1,2,0,0,NA,1,NA,0,1,0,NA,32950,NA,FALSE,NA,0,NA,0
85,0,0,0,1,1,1,0,NA,1,NA,0,0.5,0,NA,33676,NA,FALSE,NA,0,NA,0
86,0,0,0,1,3,1,0,NA,1,NA,0,1.5,0,NA,31978,NA,FALSE,NA,0,NA,0
87,196,76,NA,196,426,98,149,NA,329.754699074074,NA,0.51006711409396,1.28796356088835,0.450484907446865,NA,34027,NA,TRUE,88,NA,NA,NA
88,1,0,0,3,3,0,0,NA,1,NA,0,1.5,0,NA,33890,NA,FALSE,NA,0,NA,0
89,131,52,NA,132,221,73,102,NA,687.160405092593,NA,0.598039215686274,0.321146056013299,0.148221256621522,NA,32188,NA,FALSE,71,NA,NA,NA
91,32,13,NA,33,110,14,29,NA,3.03268518518518,NA,0.448275862068966,27.2771106467982,7.1912382614286,NA,32202,NA,FALSE,12,NA,NA,NA
94,63,18,NA,76,237,29,63,NA,17.6641203703704,NA,0.301587301587302,12.6981607114066,3.37546044227263,NA,33376,NA,FALSE,18,NA,NA,NA
95,19,5,NA,20,26,8,9,NA,1,NA,0.555555555555556,13,4.5,NA,31976,NA,FALSE,5,NA,NA,NA
96,10,2,NA,10,14,2,2,NA,1,NA,1,7,1,NA,32191,NA,FALSE,2,NA,NA,NA
97,9,2,NA,9,16,5,5,NA,1,NA,0.4,8,2.5,NA,32191,NA,FALSE,2,NA,NA,NA
100,28,9,NA,28,42,14,14,NA,2.00304398148148,NA,0.642857142857143,13.9858091519793,4.66193638399309,NA,32197,NA,FALSE,8,NA,NA,NA
101,6,2,NA,6,7,2,2,NA,8.15626157407407,NA,1,0.764504153072743,0.218429758020784,NA,32816,NA,FALSE,2,NA,NA,NA
103,3,0,0,3,4,0,0,NA,1,NA,0,2,0,NA,30456,NA,FALSE,NA,0,NA,0
104,40,15,NA,42,129,21,18,NA,79.6375231481481,NA,0.833333333333333,1.5997515172062,0.223221141935749,NA,32196,NA,FALSE,14,NA,NA,NA
106,0,0,0,1,2,0,0,NA,1,NA,0,1,0,NA,31981,NA,FALSE,NA,0,NA,0
108,12,2,NA,13,20,3,7,NA,32.1954282407407,NA,0.285714285714286,0.602492603950022,0.210872411382508,NA,32219,NA,FALSE,2,NA,NA,NA
110,1,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,31958,NA,FALSE,NA,0,NA,0
111,153,61,NA,157,403,80,171,NA,763.717974537037,NA,0.380116959064327,0.526991666756594,0.223611848673394,NA,33686,NA,FALSE,76,NA,NA,NA
114,1,0,0,1,3,0,0,NA,27.7554282407407,NA,0,0.104328128062777,0,NA,33123,NA,FALSE,NA,0,NA,0
115,50,17,NA,58,122,28,115,NA,14.6097453703704,NA,0.156521739130435,7.81563037098441,7.36719256281318,NA,31981,NA,FALSE,17,NA,NA,NA
116,2,0,0,2,2,0,0,NA,1,NA,0,1,0,NA,32979,NA,FALSE,NA,0,NA,0
117,0,0,0,1,1,1,0,NA,1,NA,0,0.5,0,NA,33992,NA,FALSE,NA,0,NA,0
118,21,7,NA,21,25,9,8,NA,62.3230092592593,NA,0.875,0.39480119931831,0.126336383781859,NA,31960,NA,FALSE,6,NA,NA,NA
120,10,2,NA,10,10,2,2,NA,1,NA,1,5,1,NA,32191,NA,FALSE,2,NA,NA,NA
121,12,2,NA,14,67,5,4,NA,2.0403125,NA,1,22.0372083461815,1.31565422962278,NA,32191,NA,FALSE,4,NA,NA,NA
123,11,0,0,15,23,0,0,NA,157.471770833333,NA,0,0.14513625915236,0,NA,31957,NA,FALSE,NA,0,NA,0
125,4,0,0,4,5,0,0,NA,1,NA,0,2.5,0,NA,32176,NA,FALSE,NA,0,NA,0
126,1,0,0,1,2,0,0,NA,1,NA,0,1,0,NA,32927,NA,FALSE,NA,0,NA,0
127,28,8,NA,32,57,10,15,NA,6.10957175925926,NA,0.533333333333333,8.01736052889053,2.10983171812909,NA,32175,NA,FALSE,8,NA,NA,NA
128,1,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,31959,NA,FALSE,NA,0,NA,0
129,38,13,NA,43,120,15,20,NA,22.0697222222222,NA,0.65,5.20162309905961,0.866937183176602,NA,32953,NA,FALSE,13,NA,NA,NA
130,11,2,NA,11,17,2,2,NA,15.8921875,NA,1,1.0063823883082,0.118397928036259,NA,31956,NA,FALSE,2,NA,NA,NA
131,2,0,0,6,10,0,0,NA,3.50517361111111,NA,0,2.2196702864762,0,NA,33675,NA,FALSE,NA,0,NA,0
132,3,0,0,3,4,0,0,NA,1,NA,0,2,0,NA,32191,NA,FALSE,NA,0,NA,0
133,23,6,NA,25,40,11,30,NA,1,NA,0.2,20,15,NA,31978,NA,FALSE,6,NA,NA,NA
134,17,0,0,18,20,0,0,NA,2.1002662037037,NA,0,6.45105893684458,0,NA,32197,NA,FALSE,NA,0,NA,0
135,2,0,0,2,3,0,0,NA,1,NA,0,1.5,0,NA,32930,NA,FALSE,NA,0,NA,0
137,0,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,32206,NA,FALSE,NA,0,NA,0
138,78,32,NA,78,128,33,49,NA,24.601412037037,NA,0.653061224489796,4.99972422672722,1.91395693054401,NA,33376,NA,FALSE,34,NA,NA,NA
139,2,0,0,2,2,0,0,NA,1,NA,0,1,0,NA,32187,NA,FALSE,NA,0,NA,0
142,2,0,0,3,6,1,0,NA,10.0464930555556,NA,0,0.54315880794244,0,NA,32815,NA,FALSE,NA,0,NA,0
144,12,2,NA,12,12,2,2,NA,1,NA,1,6,1,NA,31955,NA,FALSE,2,NA,NA,NA
145,129,18,NA,142,212,20,49,NA,21.9079050925926,NA,0.387755102040816,9.25444728110697,2.13899960742567,NA,33481,NA,FALSE,19,NA,NA,NA
146,1,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,32950,NA,FALSE,NA,0,NA,0
147,32,0,0,45,107,4,0,NA,61.9242476851852,NA,0,1.70045735843087,0,NA,32187,NA,FALSE,NA,0,NA,0
148,41,15,NA,42,96,17,19,NA,635.709340277778,NA,0.789473684210526,0.150775234360655,0.0298409318005463,NA,32206,NA,FALSE,15,NA,NA,NA
149,198,76,NA,198,382,83,100,NA,128.242013888889,NA,0.77,2.95569519930578,0.773742198771147,NA,33669,NA,FALSE,89,NA,NA,NA
151,1,0,0,1,5,0,0,NA,4.43328703703704,NA,0,0.920253240058283,0,NA,32195,NA,FALSE,NA,0,NA,0
152,11,2,NA,11,12,4,4,NA,1,NA,0.5,6,2,NA,32191,NA,FALSE,2,NA,NA,NA
154,5,0,0,5,6,0,0,NA,1,NA,0,3,0,NA,33892,NA,FALSE,NA,0,NA,0
156,10,2,NA,10,11,2,2,NA,6.93657407407407,NA,1,1.38598845009625,0.2519979000175,NA,32815,NA,FALSE,2,NA,NA,NA
157,117,38,NA,132,915,68,139,NA,297.228043981481,NA,0.323741007194245,3.06812192369413,0.466086281304354,NA,32979,NA,TRUE,51,NA,NA,NA
158,9,0,0,9,9,0,0,NA,330.064525462963,NA,0,0.0271850328494554,0,NA,34009,NA,FALSE,NA,0,NA,0
160,1,0,0,2,2,0,0,NA,1,NA,0,1,0,NA,32031,NA,FALSE,NA,0,NA,0
161,12,2,NA,12,17,2,2,NA,126.696527777778,NA,1,0.133128130387257,0.0156621329867361,NA,32191,NA,FALSE,2,NA,NA,NA
163,1,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,32177,NA,FALSE,NA,0,NA,0
166,193,75,NA,193,665,94,197,NA,806.163645833333,NA,0.411167512690355,0.823872585730047,0.244064510359127,NA,33487,NA,TRUE,98,NA,NA,NA
168,28,11,NA,28,31,11,14,NA,1.08953703703704,NA,0.785714285714286,14.8358222182833,6.70004874374086,NA,32953,NA,FALSE,10,NA,NA,NA
169,70,27,NA,72,166,35,39,NA,25.3933101851852,NA,0.717948717948718,6.28947255328274,1.47764716613269,NA,32206,NA,FALSE,29,NA,NA,NA
170,0,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,33334,NA,FALSE,NA,0,NA,0
171,9,1,NA,11,16,7,10,NA,16.0802893518518,NA,0.1,0.936752280386004,0.585470175241252,NA,34009,NA,FALSE,1,NA,NA,NA
172,3,0,0,4,4,0,0,NA,1,NA,0,2,0,NA,31956,NA,FALSE,NA,0,NA,0
173,1,0,0,3,3,0,0,NA,1,NA,0,1.5,0,NA,33439,NA,FALSE,NA,0,NA,0
175,12,2,NA,13,35,6,3,NA,1,NA,1,17.5,1.5,NA,32927,NA,FALSE,3,NA,NA,NA
176,8,2,NA,8,8,2,2,NA,1,NA,1,4,1,NA,32979,NA,FALSE,2,NA,NA,NA
178,187,76,NA,187,333,80,97,NA,140.066006944444,NA,0.783505154639175,2.36059705107513,0.68762136322609,NA,33906,NA,FALSE,88,NA,NA,NA
179,2,1,NA,2,2,1,1,NA,1,NA,1,1,0.5,NA,32190,NA,FALSE,1,NA,NA,NA
181,0,0,0,1,1,1,0,NA,1,NA,0,0.5,0,NA,31979,NA,FALSE,NA,0,NA,0
182,1,0,0,1,2,0,0,NA,1,NA,0,1,0,NA,33913,NA,FALSE,NA,0,NA,0
183,61,27,NA,61,136,32,50,NA,1.94003472222222,NA,0.54,46.2579570819506,17.0066018683642,NA,31991,NA,FALSE,28,NA,NA,NA
184,12,2,NA,13,13,3,2,NA,1,NA,1,6.5,1,NA,120745,NA,FALSE,2,NA,NA,NA
187,14,2,NA,17,29,3,3,NA,415.806921296296,NA,0.666666666666667,0.069576579750183,0.00719757721553617,NA,31957,NA,FALSE,2,NA,NA,NA
188,9,0,0,9,13,0,0,NA,3.67716435185185,NA,0,2.77946187519642,0,NA,32177,NA,FALSE,NA,0,NA,0
189,1,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,32815,NA,FALSE,NA,0,NA,0
190,1,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,32176,NA,FALSE,NA,0,NA,0
191,5,0,0,7,9,2,0,NA,1,NA,0,4.5,0,NA,32927,NA,FALSE,NA,0,NA,0
192,8,2,NA,6,6,3,3,NA,1,NA,1,3,1.5,NA,32979,NA,FALSE,3,NA,NA,NA
193,131,51,NA,133,254,70,126,NA,10.9972337962963,NA,0.404761904761905,21.1715470676593,10.5024209863192,NA,33675,NA,FALSE,61,NA,NA,NA
194,2,0,0,2,2,0,0,NA,1,NA,0,1,0,NA,33906,NA,FALSE,NA,0,NA,0
196,23,8,NA,24,35,9,22,NA,8.04134259259259,NA,0.363636363636364,3.87110649127209,2.43326693737103,NA,31978,NA,FALSE,7,NA,NA,NA
197,30,9,NA,31,62,11,36,NA,13.2330787037037,NA,0.25,4.35604982524733,2.52931925336942,NA,32031,NA,FALSE,8,NA,NA,NA
199,0,0,0,1,1,1,0,NA,1,NA,0,0.5,0,NA,32206,NA,FALSE,NA,0,NA,0
201,1,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,33537,NA,FALSE,NA,0,NA,0
202,197,75,NA,198,368,98,181,NA,8.27991898148148,NA,0.430939226519337,39.65551862407,19.5044806275997,NA,33874,NA,TRUE,91,NA,NA,NA
203,0,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,31972,NA,FALSE,NA,0,NA,0
209,1,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,32930,NA,FALSE,NA,0,NA,0
210,0,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,33025,NA,FALSE,NA,0,NA,0
211,0,0,0,2,2,1,0,NA,1,NA,0,1,0,NA,33334,NA,FALSE,NA,0,NA,0
214,198,76,NA,198,701,93,143,NA,657.327650462963,NA,0.587412587412587,1.06481931832428,0.217217064936338,NA,34010,NA,TRUE,96,NA,NA,NA
215,39,15,NA,40,46,15,21,NA,40.0083101851852,NA,0.714285714285714,1.12172386017062,0.512091327469195,NA,32202,NA,FALSE,14,NA,NA,NA
216,1,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,32815,NA,FALSE,NA,0,NA,0
219,12,2,NA,13,27,2,2,NA,14.3358564814815,NA,1,1.76057985627365,0.130413322686937,NA,32191,NA,FALSE,2,NA,NA,NA
220,97,36,NA,97,490,39,62,NA,408.500115740741,NA,0.580645161290323,1.19658085838057,0.15140410861142,NA,33540,NA,TRUE,39,NA,NA,NA
221,0,0,0,1,1,1,0,NA,1,NA,0,0.5,0,NA,32809,NA,FALSE,NA,0,NA,0
222,1,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,32953,NA,FALSE,NA,0,NA,0
223,10,2,NA,10,10,2,2,NA,1,NA,1,5,1,NA,32191,NA,FALSE,2,NA,NA,NA
224,3,0,0,3,5,0,0,NA,1,NA,0,2.5,0,NA,33145,NA,FALSE,NA,0,NA,0
225,15,3,NA,16,33,3,3,NA,302.259849537037,NA,1,0.108817570312649,0.00989250639205904,NA,33902,NA,FALSE,2,NA,NA,NA
226,167,75,NA,167,393,89,166,NA,25.0574652777778,NA,0.451807228915663,15.0820502228648,6.37053520864009,NA,34009,NA,FALSE,88,NA,NA,NA
227,196,76,NA,196,364,85,133,NA,60.6049305555556,NA,0.578947368421053,5.9086179745263,2.15891810607692,NA,33894,NA,FALSE,89,NA,NA,NA
228,3,0,0,3,3,0,0,NA,1,NA,0,1.5,0,NA,32191,NA,FALSE,NA,0,NA,0
229,66,17,NA,74,120,28,28,NA,19.9903819444444,NA,0.607142857142857,5.71690407147453,1.33394428334406,NA,33489,NA,FALSE,16,NA,NA,NA
230,185,65,NA,196,508,102,127,NA,31.1262037037037,NA,0.511811023622047,15.8126370823402,3.95315927058505,NA,33479,NA,TRUE,72,NA,NA,NA
231,90,35,NA,91,97,36,53,NA,20.9064351851852,NA,0.660377358490566,4.42792262547577,2.41938040361047,NA,33415,NA,FALSE,39,NA,NA,NA
232,17,3,NA,18,46,5,5,NA,12.9627662037037,NA,0.6,3.29447613237256,0.358095231779626,NA,31978,NA,FALSE,3,NA,NA,NA
233,1,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,32177,NA,FALSE,NA,0,NA,0
238,0,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,32202,NA,FALSE,NA,0,NA,0
239,19,6,NA,19,27,6,6,NA,2.74256944444444,NA,1,7.21429499192845,1.60317666487299,NA,31958,NA,FALSE,6,NA,NA,NA
240,20,5,NA,22,35,5,11,NA,14.2183333333333,NA,0.454545454545455,2.29985762786113,0.722812397327785,NA,31961,NA,FALSE,5,NA,NA,NA
243,24,8,NA,25,66,8,12,NA,28.0703125,NA,0.666666666666667,2.27035743079817,0.412792260145122,NA,32176,NA,FALSE,8,NA,NA,NA
244,1,0,0,1,2,0,0,NA,286.796273148148,NA,0,0.00694936031701309,0,NA,32815,NA,FALSE,NA,0,NA,0
245,2,0,0,2,2,0,0,NA,1,NA,0,1,0,NA,32186,NA,FALSE,NA,0,NA,0
246,105,45,NA,106,425,60,102,NA,611.53693287037,NA,0.480392156862745,0.693835713723309,0.166520571293594,NA,32176,NA,FALSE,57,NA,NA,NA
247,37,0,0,44,62,7,0,NA,14.1964351851852,NA,0,4.07990421730243,0,NA,33992,NA,FALSE,NA,0,NA,0
249,7,0,0,13,14,1,0,NA,13.6581712962963,NA,0,0.955098676158697,0,NA,31972,NA,FALSE,NA,0,NA,0
250,34,12,NA,34,63,13,45,NA,7.05202546296296,NA,0.266666666666667,7.82411832771545,5.58865594836818,NA,32195,NA,FALSE,12,NA,NA,NA
251,93,36,NA,93,131,38,55,NA,2.829375,NA,0.672727272727273,34.2092377999021,14.3626570915619,NA,32206,NA,FALSE,40,NA,NA,NA
252,1,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,33493,NA,FALSE,NA,0,NA,0
254,1,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,33493,NA,FALSE,NA,0,NA,0
255,15,2,NA,15,18,2,2,NA,87.0506481481481,NA,1,0.20442779671212,0.02271419963468,NA,32950,NA,FALSE,2,NA,NA,NA
256,0,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,31988,NA,FALSE,NA,0,NA,0
257,0,0,0,1,1,1,0,NA,1,NA,0,0.5,0,NA,33994,NA,FALSE,NA,0,NA,0
258,4,1,NA,4,4,1,1,NA,1,NA,1,2,0.5,NA,32814,NA,FALSE,1,NA,NA,NA
259,6,1,NA,7,13,1,1,NA,1,NA,1,6.5,0.5,NA,32814,NA,FALSE,1,NA,NA,NA
262,1,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,32930,NA,FALSE,NA,0,NA,0
263,53,19,NA,54,64,19,24,NA,2.93518518518519,NA,0.791666666666667,16.2635294117647,6.09882352941176,NA,31981,NA,FALSE,18,NA,NA,NA
264,18,3,NA,22,50,10,8,NA,79.6150231481481,NA,0.375,0.620231788659464,0.0992370861855142,NA,31977,NA,FALSE,2,NA,NA,NA
265,1,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,32946,NA,FALSE,NA,0,NA,0
266,2,0,0,3,4,0,0,NA,1,NA,0,2,0,NA,33673,NA,FALSE,NA,0,NA,0
267,1,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,32815,NA,FALSE,NA,0,NA,0
268,1,0,0,3,3,2,0,NA,1,NA,0,1.5,0,NA,33351,NA,FALSE,NA,0,NA,0
270,3,0,0,3,3,0,0,NA,1,NA,0,1.5,0,NA,32176,NA,FALSE,NA,0,NA,0
272,6,0,0,7,8,1,0,NA,68.4769907407407,NA,0,0.115146034891647,0,NA,32197,NA,FALSE,NA,0,NA,0
274,1,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,32815,NA,FALSE,NA,0,NA,0
275,198,76,NA,198,582,145,247,NA,286.950231481481,NA,0.311740890688259,2.02118260855584,0.857787120813219,NA,32810,NA,TRUE,89,NA,NA,NA
277,8,2,NA,8,19,2,2,NA,1,NA,1,9.5,1,NA,32979,NA,FALSE,2,NA,NA,NA
278,1,0,0,1,2,0,0,NA,11.2945833333333,NA,0,0.162673263971261,0,NA,32946,NA,FALSE,NA,0,NA,0
279,152,67,NA,160,416,106,181,NA,442.061365740741,NA,0.370165745856354,0.938921856353921,0.408521288461682,NA,33123,NA,TRUE,78,NA,NA,NA
280,0,0,0,1,1,1,0,NA,1,NA,0,0.5,0,NA,32244,NA,FALSE,NA,0,NA,0
281,108,0,0,118,206,0,0,NA,1,NA,0,103,0,NA,34009,NA,FALSE,NA,0,NA,0
282,10,2,NA,10,22,2,2,NA,10.8633564814815,NA,1,1.85444987970661,0.168586352700601,NA,32927,NA,FALSE,2,NA,NA,NA
284,190,73,NA,193,387,91,110,NA,72.0163194444444,NA,0.663636363636364,5.30018498528202,1.50651252811634,NA,33898,NA,FALSE,84,NA,NA,NA
285,0,0,0,1,1,0,0,NA,1,NA,0,0.5,0,NA,32031,NA,FALSE,NA,0,NA,0
286,6,0,0,9,9,3,0,NA,1,NA,0,4.5,0,NA,31958,NA,FALSE,NA,0,NA,0
287,23,3,NA,34,39,19,9,NA,1,NA,0.333333333333333,19.5,4.5,NA,31976,NA,FALSE,3,NA,NA,NA
290,16,2,NA,16,44,2,2,NA,46.0292361111111,NA,1,0.935588234859817,0.0425267379481735,NA,33479,NA,FALSE,2,NA,NA,NA
291,15,0,0,18,28,3,0,NA,2.17766203703704,NA,0,8.81150974321617,0,NA,32950,NA,FALSE,NA,0,NA,0
